number,title,classification,timestamp
24564,Report 24564: Woman recalls multiple witness daylight sighting on Shawnigan Lake,Class A,2008-10-02T12:00:00Z
24806,Report 24806: Motorists recount incident on the side of a highway near the BC-Alberta border,Class A,1978-08-15T12:00:00Z
26050,Report 26050: Memory told of an inquisitive sasquatch sighted near Port Hardy,Class A,1992-10-15T12:00:00Z
26765,Report 26765: Man recalls seeing a sasquatch near Little Qualicum Falls on Vancouver Island,Class A,1987-08-15T12:00:00Z
28740,"Report 28740: Man recollects multiple encounters from 1970 to present near Kootenay, Chadsey & Davis Lakes",Class A,1993-07-30T12:00:00Z
34822,Report 34822: Memory told of a nighttime sighting while traveling on a mountainside near Rossland,Class A,1969-09-15T12:00:00Z
2404,Report 2404: Girl celebrating her birthday has encounter with upright animal walking through yard,Class A,2005-03-14T12:00:00Z
8576,Report 8576: Man recalls seeing a sasquatch in the early evening near Great Falls,Class A,1976-09-15T12:00:00Z
12335,Report 12335: Daylight sighitng by motorist on Hwy 6 near Easterville,Class A,1990-09-24T12:00:00Z
12908,"Report 12908: Daylight sighting by ferry operator at Nelson River crossing, north of Norway House.",Class A,2005-04-16T12:00:00Z
21795,Report 21795: Childhood incidents in Manitoba,Class A,1965-07-15T12:00:00Z
35177,Report 35177: Tall manlike creature seen while on a family outing near The Pas,Class A,2007-05-19T12:00:00Z
15343,Report 15343: Daytime sighting by motorist close to Maine/New Brunswick border,Class A,2002-07-28T12:00:00Z
17221,Report 17221: Motorists Observe Creature Along Trans-Canada Highway,Class A,2006-06-06T12:00:00Z
1615,Report 1615: Motorists have nighttime sighting near Grimsby.,Class A,1978-08-19T12:00:00Z
5873,Report 5873: Man describes childhood sighting at a cabin in Ufford County,Class A,2007-02-10T12:00:00Z
9516,Report 9516: Woman recalls childhood sighting outside a cottage in the Southern Georgian Bay area.,Class A,2007-01-29T12:00:00Z
10611,"Report 10611: Night time sighting by policeman on the Trans-Canada Hwy, ~100 miles west of Cochrane.",Class A,2007-01-29T12:00:00Z
13267,Report 13267: Morning encounter with a moose hunter in northern Ontario,Class A,1990-10-27T12:00:00Z
13627,Report 13627: Pre-dawn road crossing sighting by trucker 40 miles west of Toronto,Class A,2007-01-17T12:00:00Z
16807,Report 16807: Afternoon sighting by couple on Highway 11 outside Latchford,Class A,2007-01-12T12:00:00Z
16853,Report 16853: Roadside sighting by a father and son north of Brockville,Class A,2007-01-27T12:00:00Z
18077,Report 18077: Morning daylight encounter with grouse hunter on Indian Island 45 km east of Fort Francis,Class A,2007-03-05T12:00:00Z
20408,Report 20408: Daylight sighting close to tourist cabins near Sioux Narrows,Class A,2007-07-22T12:00:00Z
22821,Report 22821: Daylight sighting by emergency services worker driving on Hwy 11 just outside Fort Frances,Class A,2007-08-31T12:00:00Z
23134,Report 23134: Fishing Guide has sighting while trolling Deer Lake,Class A,1986-07-05T12:00:00Z
23171,Report 23171: Forest Growth and Yield Tech has strange encounter while working in forest,Class A,2006-09-01T12:00:00Z
24733,Report 24733: Daytime sighting behind a cabin near Westport,Class A,2008-08-15T12:00:00Z
25857,Report 25857: Nightime roadside encounter near Orangeville,Class A,1990-05-04T12:00:00Z
31992,Report 31992: Man recalls his nighttime roadside sighting near Markdale,Class A,1964-06-15T12:00:00Z
13061,Report 13061: Man recalls his daylight sighting as a young fisherman on the Yukon River,Class A,1978-08-01T12:00:00Z
16779,Report 16779: Man recalls close encounter while on afternoon walk near Whitehorse,Class A,2009-03-31T12:00:00Z
348,Report 348: Teen and uncle chase reddish bigfoot in San Isabel National Forest,Class A,2000-08-20T12:00:00Z
408,Report 408: Daylight sighting by hikers in the Loveland Pass area (Cont. Div.),Class A,2000-08-26T12:00:00Z
470,Report 470: Late night sighting by backpacker near Crater Lake,Class A,2000-08-23T12:00:00Z
513,Report 513: Future doctor sees giant tracks high in Rawah wilderness,Class A,1971-07-15T12:00:00Z
819,Report 819: Sightings by hunting guide in Pike National Forest,Class A,1999-09-11T12:00:00Z
880,Report 880: Rockhound startled to find he's being observed,Class A,1998-09-28T12:00:00Z
1075,Report 1075: Teens fire at big black thing peeking in window of home,Class A,1977-05-01T12:00:00Z
1351,"Report 1351: Various sightings by campers and ranchers along Lake Fork, a tributary of the Conejos River.",Class A,1994-06-01T12:00:00Z
1352,"Report 1352: Daylight sighting by hikers near Lake Fork, off the Conejos River.",Class A,1997-07-13T12:00:00Z
1354,Report 1354: Sighting by a motorist,Class A,1997-09-02T12:00:00Z
1355,"Report 1355: BFRO Investigator, Keith Foster's evaluation of tracks found on the south shore of the Eagle River. App. 1 mile east of the town of Eagle.",Class A,2000-03-21T12:00:00Z
1359,Report 1359: Multi-witness account of an observation of a strange creature on a ridge,Class A,1997-11-01T12:00:00Z
1361,Report 1361: Twenty-two inch tracks found,Class A,1998-04-14T12:00:00Z
1363,Report 1363: strange loud howls heard by retired wildlife biologist on a camping trip.,Class A,1994-10-23T12:00:00Z
1366,Report 1366: huge human-like handprint found on top of a vandalized sign.,Class A,1975-07-20T12:00:00Z
1367,Report 1367: Creature was observed chasing deer.,Class A,1990-08-10T12:00:00Z
1368,Report 1368: witness saw man-like creature covered with dark red hair while hiking in the extreme eastern part of Dinosaur National Monument.,Class A,1991-07-02T12:00:00Z
1374,Report 1374: Creature observed running on hind legs,Class A,1998-07-25T12:00:00Z
1376,Report 1376: Man sees large creature while working the late shift at a mine.,Class A,1981-01-15T12:00:00Z
1760,Report 1760: Bowhunter sees large figure near Cameron Pass,Class A,1996-09-20T12:00:00Z
2667,"Report 2667: Couple sees ""power-walking"" biped in forest above Leadville",Class A,1995-06-15T12:00:00Z
3086,"Report 3086: Large creature leaves 12""+ handprints on camper trailer during rainy night",Class A,2001-09-08T12:00:00Z
3185,"Report 3185: Co-workers stunned by giant hairy ""man-thing"" walking down town street",Class A,1987-10-26T12:00:00Z
3506,Report 3506: Trucker has nighttime roadside sighting south of Colorado Springs near Ft. Carson,Class A,1999-12-15T12:00:00Z
3606,Report 3606: Campers have daylight sighting near Leadville,Class A,1971-09-15T12:00:00Z
3652,Report 3652: Driver has daylight sighting off CO 91 between Copper Mtn. and Leadville,Class A,1998-09-19T12:00:00Z
3653,"Report 3653: Daytime sighting by hiker, off West Sopris Creek Road",Class A,2001-02-20T12:00:00Z
3664,"Report 3664: Daytime sighting on the edge of Lost Lake, near the Continental Divide",Class A,1996-06-26T12:00:00Z
3710,Report 3710: Daytime sighting by Pike's Peak tourist,Class A,2001-06-30T12:00:00Z
4614,Report 4614: Hikers observe animal in early evening near Blanca Peak,Class A,1994-05-15T12:00:00Z
5493,Report 5493: Young camper has early morning encounter.,Class A,2005-03-19T12:00:00Z
5586,Report 5586: Large creature crosses road in 1 1/2 strides,Class A,2003-04-11T12:00:00Z
5608,Report 5608: Young student has early morning sighting.,Class A,2005-04-12T12:00:00Z
6782,Report 6782: Hunters observe dark creature pounding rocks together,Class A,2003-09-04T12:00:00Z
6785,Report 6785: Startled hiker sees tall shaggy biped on trail near Leadville,Class A,2002-05-29T12:00:00Z
7036,"Report 7036: Elk hunter trailed by large biped in twilight, finds tracks the next day",Class A,2003-09-17T12:00:00Z
7225,Report 7225: Picnicker has daytime sighting outside Buffalo Creek,Class A,2005-02-04T12:00:00Z
7827,Report 7827: Two hunters recount late morning sighting near Hotchkiss,Class A,1994-09-15T12:00:00Z
10533,Report 10533: Hikers have daylight sighting west of Pikes Peak,Class A,1977-07-04T12:00:00Z
13411,Report 13411: Man recalls a nighttime sighting while viewing the city lights in Chataqua Park,Class A,1995-11-01T12:00:00Z
13441,Report 13441: Woman describes night time sighting during childhood in the Pike National Forest,Class A,1979-06-13T12:00:00Z
14243,Report 14243: Dusk sighting by charter bus driver on Hwy 160 near Mancos,Class A,2004-10-15T12:00:00Z
14503,Report 14503: Night time sighting by a youth leader at a bible camp near Grand Junction,Class A,1999-05-15T12:00:00Z
14814,Report 14814: Father and son nighttime roadside sighting in the Wet Mountains southwest of Pueblo,Class A,1998-07-25T12:00:00Z
15273,Report 15273: Young picnicker sees strange creature on rocky ledge above the St. Vrain River,Class A,1964-08-01T12:00:00Z
15278,Report 15278: Mid-morning sighting by soldier hunting west of Fort Carson,Class A,2006-05-15T12:00:00Z
15588,Report 15588: Daytime sighting of white creature near Dillon,Class A,1971-06-30T12:00:00Z
15630,Report 15630: Miner reports pre-dawn road crossing near Silverton,Class A,1989-04-01T12:00:00Z
17767,Report 17767: Night-time sighting by Marine training near Ft Carson,Class A,1986-07-17T12:00:00Z
22801,"Report 22801: Further apparent corroboration of multiple-witness, winter, nighttime, road-crossing near Kenosha Pass",Class A,2002-12-15T12:00:00Z
26522,Report 26522: Woman describes vivid early morning sighting just below Independence Pass,Class A,2009-09-01T12:00:00Z
26671,Report 26671: Two brothers witness an upright creature while at a cabin near Red Feather,Class A,2009-09-22T12:00:00Z
27057,Report 27057: Former Deputy Sheriff describes morning sighting on Cornwall Mountain,Class A,2009-06-10T12:00:00Z
31939,Report 31939: Motorist describes early morning sighting near Buena Vista,Class A,2010-08-15T12:00:00Z
32905,Report 32905: Hiker has a possible daytime sighting near Crater Lake,Class A,2008-06-30T12:00:00Z
35596,Report 35596: Early evening sighting by two women hiking in Bailey,Class A,2012-05-29T12:00:00Z
39520,"Report 39520: Motorists see tall, hairy human-like figure wading across the Colorado River east of Glenwood Springs",Class A,2013-01-17T12:00:00Z
42602,"Report 42602: Backpackers hear growls, knocking and observe two large, hairy bipeds at Surprise Lake",Class A,2012-06-13T12:00:00Z
45666,Report 45666: Two friends witness daytime road crossing near Conifer,Class A,2014-03-02T12:00:00Z
16408,Report 16408: Children observe bipedal animal walking along railroad tracks near the Housatonic River,Class A,1953-08-01T12:00:00Z
48732,Report 48732:  Large hairy biped seen chasing deer behind a home at dusk near Bridgewater,Class A,2016-05-19T12:00:00Z
115,Report 115: Young girls have daylight sighting near their home,Class A,1976-08-15T12:00:00Z
246,Report 246: Daylight sighting by hunter near FL / GA border,Class A,1994-12-18T12:00:00Z
414,Report 414: Year long sightings by family,Class A,1974-07-15T12:00:00Z
445,Report 445: Boy Scouts have sighting while camping at Quednau Ranch,Class A,1962-08-15T12:00:00Z
446,Report 446: Security Guards have sighting while on duty near Jacksonville,Class A,2000-09-22T12:00:00Z
591,"Report 591: Driver stops car momentarily on Nova Rd., witnesses a 7-8 foot tall dark creature approach his car..",Class A,1989-09-15T12:00:00Z
592,"Report 592: Two witnesses observed a large, black-brown human-like form  between Wiles Rd. and Sample Rd",Class A,1975-01-15T12:00:00Z
594,"Report 594: a sighting by a group of boys along a canal, a mile or so north of South New River.",Class A,1980-07-15T12:00:00Z
606,Report 606: witness observed creature running across the road,Class A,1986-08-15T12:00:00Z
607,"Report 607: while hunting hogs near a cypress bayhead, witness saw a dark brown/black bi-pedal creature.",Class A,1983-11-19T12:00:00Z
720,"Report 720: Hunter reports finding strange tracks in the Everglades, near the area of the Dade County and Collier County line, between Big Cypress and Alligator Alley.",Class A,1993-11-20T12:00:00Z
721,Report 721: Series of reports (6) concerning the Skunk Ape.  Photos of the creature and footcasts,Class A,1997-07-17T12:00:00Z
722,Report 722: Five or Six foot tall ape looking creature observed picking up road kill.,Class A,1998-02-09T12:00:00Z
723,Report 723: creature sitting on a wood pile seen watching witness.,Class A,1969-06-15T12:00:00Z
724,Report 724: Upright creature seen by 3 men fishing in a boat 3 miles from Greenwood,Class A,1990-08-15T12:00:00Z
725,Report 725: Large tracks found investigated by Federal authorities,Class A,1980-07-02T12:00:00Z
726,Report 726: A hitchhiker reports seeing a bigfoot in a forested area off U.S. 441,Class A,1977-10-05T12:00:00Z
728,"Report 728: a close-range, daytime sighting by a 67-year-old Baptist minister",Class A,1977-11-15T12:00:00Z
729,Report 729: a daylight sighting by a family on a camping trip,Class A,1997-07-25T12:00:00Z
730,"Report 730: Sighting by Five witnesses of a large, humanoid form.",Class A,1996-09-15T12:00:00Z
731,Report 731: Motorist found six thirteen by eight and a half inch tracks near a small bridge that led to a large gate.,Class A,1999-03-13T12:00:00Z
733,Report 733: creature observed walking weird and slightly hunched over.,Class A,1998-11-22T12:00:00Z
734,Report 734: creature seen in the woods.,Class A,1999-05-21T12:00:00Z
736,Report 736: while sitting on a tree stand hunter observed bi-pedal creature walking at high speeds.,Class A,1999-01-02T12:00:00Z
737,Report 737: creature seen in an open field by witness.,Class A,1984-06-15T12:00:00Z
746,Report 746: Sighting by two newspaper deliverymen around 3:30 a.m,Class A,1989-04-17T12:00:00Z
989,Report 989: Deer hunter spots a large animal run across open area,Class A,1982-01-15T12:00:00Z
1003,Report 1003: Two horseback riders see hairy creature,Class A,1984-10-15T12:00:00Z
1021,Report 1021: Large Creature standing in road,Class A,1971-07-15T12:00:00Z
1030,"Report 1030: 5 children observe a very large hairy ""man"" for several minutes (N. Ft. Myers)",Class A,1973-08-23T12:00:00Z
1061,Report 1061: June 1984 Manatee County FL  Late evening sighting by 9 yr/old camper off Little Manatee River in Ruskin,Class A,1984-06-16T12:00:00Z
1275,Report 1275: Bigfoot rips door off of home. Witness has to flee from home,Class A,1980-04-15T12:00:00Z
1407,"Report 1407: Bigfoot runs across road, appears to be carrying a small infant Bigfoot",Class A,1991-06-15T12:00:00Z
2566,Report 2566: College Psychology Teacher observes Bigfoot crossing road.  Animal has covering of leaves and/or palm branches,Class A,1985-09-29T12:00:00Z
2657,Report 2657: A tree stump moves closer to a group of young boys,Class A,1974-08-15T12:00:00Z
2856,Report 2856: Construction worker has startling encounter outside hunting cottage,Class A,2004-02-21T12:00:00Z
4795,"Report 4795: While riding horse, young teen has day time sighting not far from Palatka",Class A,1947-07-01T12:00:00Z
5369,Report 5369: Man recalls childhood evening encounter in Johnathon Dickenson State Park,Class A,2004-08-02T12:00:00Z
5702,"Report 5702: New Year's Eve, two cousins observe creature watching them",Class A,2001-12-31T12:00:00Z
